taxi_distance,pick_up_time,drop_off_time,n_delivered,n_steps
9.5,1.8,7.92,25,20
9.966666666666667,1.16,8.44,25,21
13.433333333333334,2.48,8.56,25,29
9.5,1.96,7.64,25,21
11.6,1.8,10.24,25,26
11.866666666666667,1.72,9.6,25,30
12.233333333333333,3.0,7.96,25,21
11.633333333333333,3.2,8.16,25,31
10.4,1.8,8.64,25,24
13.566666666666666,2.76,9.16,25,28
11.066666666666666,2.08,8.72,25,23
10.633333333333333,1.56,8.92,25,21
9.466666666666667,1.6,9.12,25,19
10.433333333333334,1.48,9.48,25,24
11.4,2.32,9.72,25,26
9.7,1.92,8.8,25,21
12.2,2.28,9.72,25,29
11.0,2.28,8.12,25,24
9.633333333333333,1.16,8.84,25,24
10.333333333333334,1.6,9.12,25,20
9.9,1.68,8.68,25,24
11.933333333333334,2.64,8.6,25,27
13.033333333333333,2.44,9.8,25,26
11.033333333333333,2.72,7.84,25,27
11.133333333333333,1.44,10.64,25,24
9.866666666666667,1.96,9.16,25,25
11.7,2.0,10.28,25,24
10.5,1.84,7.44,25,22
8.866666666666667,1.44,8.44,25,18
9.966666666666667,2.72,6.96,25,28
13.0,2.28,8.92,25,29
17.6,3.92,10.96,25,32
14.333333333333334,2.36,10.2,25,24
9.5,1.32,8.24,25,24
9.033333333333333,1.2,8.04,25,25
11.7,1.68,10.04,25,29
10.933333333333334,1.84,9.36,25,27
11.5,2.04,9.8,25,31
11.833333333333334,2.48,9.6,25,25
9.3,1.8,7.84,25,22
12.066666666666666,2.96,9.32,25,24
10.1,1.68,8.96,25,23
9.866666666666667,1.96,8.2,25,23
9.433333333333334,1.64,8.4,25,22
14.033333333333333,2.96,9.64,25,26
11.366666666666667,1.88,9.16,25,27
10.833333333333334,1.88,9.16,25,29
9.6,1.04,9.4,25,23
9.966666666666667,1.6,9.36,25,24
11.033333333333333,2.08,8.2,25,26
10.366666666666667,1.56,9.36,25,26
11.766666666666667,1.68,10.12,25,25
10.733333333333333,1.72,9.16,25,23
10.933333333333334,1.72,9.84,25,23
9.833333333333334,1.64,8.12,25,20
11.3,2.88,8.36,25,22
11.266666666666667,2.08,9.08,25,26
11.566666666666666,1.92,9.96,25,25
12.533333333333333,2.56,8.64,25,25
13.066666666666666,2.48,8.52,25,28
11.7,2.2,9.36,25,29
11.766666666666667,2.08,10.24,25,28
12.066666666666666,1.88,8.92,25,23
10.433333333333334,1.6,9.88,25,25
8.833333333333334,0.88,9.0,25,18
11.7,1.92,8.68,25,26
9.7,2.04,7.72,25,26
9.533333333333333,1.32,9.72,25,21
10.4,1.52,9.04,25,24
9.566666666666666,1.68,8.8,25,21
9.6,1.52,8.44,25,21
10.466666666666667,2.0,9.44,25,24
10.9,2.0,9.04,25,23
12.4,2.0,9.08,25,26
9.466666666666667,1.56,8.56,25,22
11.133333333333333,1.88,8.36,25,20
11.4,2.28,9.36,25,24
10.7,1.68,9.36,25,28
11.8,2.6,8.6,25,30
10.133333333333333,1.44,9.72,25,25
10.566666666666666,1.64,9.36,25,25
9.133333333333333,1.32,8.72,25,23
10.333333333333334,1.44,9.08,25,22
10.933333333333334,2.36,7.56,25,27
12.166666666666666,2.52,9.52,25,27
11.433333333333334,1.72,8.32,25,21
10.3,1.6,8.64,25,28
12.033333333333333,2.0,9.32,25,24
8.833333333333334,1.72,7.8,25,19
9.566666666666666,1.44,8.64,25,22
11.766666666666667,2.16,10.0,25,30
11.4,2.32,8.64,25,23
13.066666666666666,2.92,9.96,25,24
12.033333333333333,1.96,8.2,25,24
13.266666666666667,2.24,11.56,25,30
7.833333333333333,1.4,7.56,25,24
11.833333333333334,1.92,8.96,25,19
10.0,1.56,9.0,25,24
13.966666666666667,3.04,9.16,25,34
11.933333333333334,2.32,8.76,25,27
