taxi_distance,pick_up_time,drop_off_time,n_delivered,n_steps
14.333333333333334,3.6,6.666666666666667,15,20
14.8,4.666666666666667,8.733333333333333,15,29
12.866666666666667,2.6666666666666665,8.533333333333333,15,27
13.0,3.2666666666666666,9.733333333333333,15,27
9.933333333333334,2.3333333333333335,7.533333333333333,15,19
13.533333333333333,3.4,7.666666666666667,15,20
13.2,2.8,9.2,15,26
12.466666666666667,3.0,9.666666666666666,15,22
15.466666666666667,4.066666666666666,8.2,15,25
11.666666666666666,2.8666666666666667,7.733333333333333,15,26
11.266666666666667,2.6666666666666665,8.533333333333333,15,31
13.533333333333333,4.6,7.8,15,29
15.0,3.2666666666666666,10.533333333333333,15,27
13.333333333333334,2.4,9.0,15,23
12.333333333333334,3.1333333333333333,8.333333333333334,15,24
12.466666666666667,2.933333333333333,6.8,15,24
9.8,2.2,6.533333333333333,15,20
13.266666666666667,3.066666666666667,8.866666666666667,15,23
16.0,4.2,8.466666666666667,15,26
16.533333333333335,5.8,8.333333333333334,15,27
13.733333333333333,3.8666666666666667,8.266666666666667,15,27
16.2,5.133333333333334,8.0,15,25
18.266666666666666,4.2,9.266666666666667,15,33
13.133333333333333,4.2,8.533333333333333,15,24
10.866666666666667,2.2,8.666666666666666,15,22
19.933333333333334,4.4,8.8,15,32
16.0,4.866666666666666,9.6,15,34
14.333333333333334,3.4,9.266666666666667,15,24
12.4,3.3333333333333335,7.933333333333334,15,26
10.266666666666667,2.8,6.666666666666667,15,19
16.0,4.4,8.0,15,30
14.4,2.8,9.066666666666666,15,26
10.466666666666667,1.6666666666666667,9.333333333333334,15,21
12.666666666666666,2.6666666666666665,8.933333333333334,15,28
11.133333333333333,3.6,7.6,15,19
17.6,3.8,10.466666666666667,15,31
14.133333333333333,3.3333333333333335,10.266666666666667,15,27
17.0,4.133333333333334,10.2,15,32
17.266666666666666,5.333333333333333,9.533333333333333,15,33
12.333333333333334,2.933333333333333,8.133333333333333,15,25
10.333333333333334,2.4,7.666666666666667,15,19
13.733333333333333,3.2,9.733333333333333,15,27
11.066666666666666,3.0,7.733333333333333,15,26
13.6,3.1333333333333333,7.466666666666667,15,28
13.133333333333333,2.933333333333333,9.0,15,22
17.4,4.066666666666666,9.133333333333333,15,31
15.733333333333333,3.8666666666666667,8.666666666666666,15,25
13.0,4.0,8.133333333333333,15,28
11.866666666666667,3.3333333333333335,8.733333333333333,15,24
13.6,3.6666666666666665,9.066666666666666,15,25
12.333333333333334,2.7333333333333334,9.066666666666666,15,26
16.933333333333334,5.733333333333333,10.266666666666667,15,34
14.333333333333334,3.6666666666666665,10.533333333333333,15,27
11.466666666666667,3.066666666666667,7.6,15,24
17.466666666666665,5.266666666666667,10.066666666666666,15,31
12.8,2.933333333333333,8.533333333333333,15,21
11.933333333333334,2.2,9.933333333333334,15,24
12.6,3.066666666666667,8.466666666666667,15,27
12.6,3.466666666666667,7.666666666666667,15,21
13.133333333333333,4.2,8.533333333333333,15,26
13.8,3.8,7.8,15,31
16.6,4.333333333333333,9.266666666666667,15,28
13.2,3.8666666666666667,7.933333333333334,15,25
10.666666666666666,3.0,7.933333333333334,15,21
13.866666666666667,2.8,10.0,15,30
12.866666666666667,3.7333333333333334,7.666666666666667,15,24
14.933333333333334,4.4,9.6,15,28
15.2,3.933333333333333,8.066666666666666,15,29
12.6,3.066666666666667,9.266666666666667,15,27
13.666666666666666,3.1333333333333333,10.266666666666667,15,24
10.2,2.4,7.466666666666667,15,21
20.066666666666666,5.133333333333334,10.266666666666667,15,34
12.8,3.6666666666666665,7.733333333333333,15,23
9.733333333333333,1.7333333333333334,8.4,15,21
12.4,3.3333333333333335,9.266666666666667,15,27
15.533333333333333,3.933333333333333,9.0,15,29
13.933333333333334,3.2,8.6,15,29
13.533333333333333,3.3333333333333335,9.4,15,24
12.0,2.8,8.666666666666666,15,26
14.133333333333333,4.266666666666667,8.466666666666667,15,33
16.4,5.066666666666666,9.666666666666666,15,28
14.066666666666666,4.066666666666666,8.4,15,25
10.733333333333333,2.466666666666667,8.133333333333333,15,19
13.266666666666667,3.3333333333333335,7.733333333333333,15,20
8.6,1.6,7.8,15,17
15.933333333333334,4.533333333333333,7.2,15,27
12.933333333333334,3.1333333333333333,7.933333333333334,15,26
15.666666666666666,3.7333333333333334,9.2,15,29
12.933333333333334,3.2666666666666666,10.2,15,28
11.533333333333333,3.533333333333333,8.733333333333333,15,23
16.8,3.8666666666666667,11.333333333333334,15,33
15.133333333333333,4.0,9.2,15,24
12.266666666666667,2.6,9.0,15,22
14.4,4.0,8.866666666666667,15,27
15.2,4.533333333333333,10.0,15,27
12.066666666666666,3.4,8.066666666666666,15,27
16.133333333333333,4.266666666666667,9.4,15,32
16.333333333333332,3.533333333333333,8.533333333333333,15,30
22.533333333333335,7.4,9.466666666666667,15,34
12.333333333333334,2.8,9.533333333333333,15,24
