taxi_distance,pick_up_time,drop_off_time,n_delivered,n_steps
13.0,5.666666666666667,8.333333333333334,15,27
13.466666666666667,6.466666666666667,8.0,15,23
15.933333333333334,7.666666666666667,9.266666666666667,15,28
17.266666666666666,7.533333333333333,11.066666666666666,15,32
14.933333333333334,6.8,9.133333333333333,15,26
16.733333333333334,9.6,9.266666666666667,15,38
15.866666666666667,7.4,9.466666666666667,15,32
14.6,8.0,8.0,15,28
14.6,7.266666666666667,8.333333333333334,15,30
16.333333333333332,7.066666666666666,10.266666666666667,15,27
16.2,9.0,9.733333333333333,15,38
16.266666666666666,6.8,10.466666666666667,15,25
13.6,6.066666666666666,8.533333333333333,15,28
17.733333333333334,9.333333333333334,10.333333333333334,15,42
14.0,6.666666666666667,8.333333333333334,15,27
13.933333333333334,7.266666666666667,7.933333333333334,15,27
14.933333333333334,7.066666666666666,8.866666666666667,15,29
15.8,9.4,8.6,15,34
15.8,8.066666666666666,8.733333333333333,15,29
15.0,8.933333333333334,7.6,15,28
14.866666666666667,8.266666666666667,9.2,15,37
18.6,11.0,9.533333333333333,15,54
13.666666666666666,6.066666666666666,8.6,15,25
16.466666666666665,6.866666666666666,10.6,15,28
16.933333333333334,9.133333333333333,10.0,15,49
13.6,8.266666666666667,8.2,15,51
14.666666666666666,8.0,8.466666666666667,15,48
19.8,11.066666666666666,10.6,15,47
14.6,8.266666666666667,8.0,15,34
13.2,7.2,7.0,15,26
15.466666666666667,8.0,9.133333333333333,15,45
12.933333333333334,7.133333333333334,6.933333333333334,15,24
17.2,10.2,9.533333333333333,15,44
16.533333333333335,8.4,9.133333333333333,15,26
15.266666666666667,9.066666666666666,8.066666666666666,15,33
17.666666666666668,8.866666666666667,9.8,15,34
13.733333333333333,6.666666666666667,8.066666666666666,15,25
11.4,5.2,7.2,15,22
15.4,8.0,9.2,15,40
15.0,7.866666666666666,9.066666666666666,15,29
17.266666666666666,7.266666666666667,11.0,15,31
15.066666666666666,6.933333333333334,9.466666666666667,15,28
17.466666666666665,9.866666666666667,10.266666666666667,15,43
16.733333333333334,9.4,8.733333333333333,15,33
14.533333333333333,6.666666666666667,8.866666666666667,15,29
16.4,6.933333333333334,10.466666666666667,15,30
14.933333333333334,7.866666666666666,8.466666666666667,15,29
14.8,7.733333333333333,8.066666666666666,15,29
15.066666666666666,7.4,8.933333333333334,15,30
15.333333333333334,8.533333333333333,8.266666666666667,15,27
15.0,8.666666666666666,7.933333333333334,15,34
17.333333333333332,9.2,9.133333333333333,15,33
13.333333333333334,6.466666666666667,7.866666666666666,15,23
15.2,8.466666666666667,8.666666666666666,15,42
12.8,6.8,7.0,15,26
16.333333333333332,7.0,10.333333333333334,15,29
17.866666666666667,7.2,11.666666666666666,15,33
15.8,6.666666666666667,10.133333333333333,15,32
14.4,7.066666666666666,8.8,15,33
15.2,7.733333333333333,8.466666666666667,15,28
16.666666666666668,7.933333333333334,10.333333333333334,15,34
13.333333333333334,6.8,7.533333333333333,15,33
15.733333333333333,8.866666666666667,7.866666666666666,15,27
16.733333333333334,7.133333333333334,10.6,15,31
13.0,7.2,6.8,15,30
13.666666666666666,7.066666666666666,7.6,15,31
17.533333333333335,9.066666666666666,9.466666666666667,15,31
15.4,7.933333333333334,8.466666666666667,15,26
15.533333333333333,6.933333333333334,9.6,15,28
14.266666666666667,8.8,7.533333333333333,15,32
15.333333333333334,7.933333333333334,8.866666666666667,15,31
16.0,7.933333333333334,9.066666666666666,15,29
12.8,7.133333333333334,6.666666666666667,15,24
14.333333333333334,8.2,7.266666666666667,15,27
17.4,9.133333333333333,9.266666666666667,15,29
13.266666666666667,8.133333333333333,6.6,15,30
15.466666666666667,7.2,9.266666666666667,15,25
17.933333333333334,9.933333333333334,9.6,15,29
15.266666666666667,7.133333333333334,9.133333333333333,15,25
13.866666666666667,7.6,7.666666666666667,15,28
14.8,8.2,8.266666666666667,15,34
18.266666666666666,10.6,9.866666666666667,15,55
13.4,7.2,7.2,15,25
15.533333333333333,6.333333333333333,10.2,15,27
16.0,8.066666666666666,8.933333333333334,15,27
15.6,7.466666666666667,9.133333333333333,15,30
12.733333333333333,6.066666666666666,7.666666666666667,15,24
15.0,7.6,8.6,15,30
16.4,10.4,8.6,15,51
13.6,6.666666666666667,7.933333333333334,15,30
17.133333333333333,9.333333333333334,8.8,15,31
13.733333333333333,6.8,8.533333333333333,15,31
15.466666666666667,8.466666666666667,9.4,15,41
15.933333333333334,7.733333333333333,9.2,15,34
13.2,5.933333333333334,8.266666666666667,15,29
16.066666666666666,7.666666666666667,9.4,15,35
16.0,7.866666666666666,9.133333333333333,15,27
14.4,6.333333333333333,9.066666666666666,15,26
15.8,8.466666666666667,8.933333333333334,15,37
14.266666666666667,7.533333333333333,7.733333333333333,15,26
