taxi_distance,pick_up_time,drop_off_time,n_delivered,n_steps
86.06666666666666,132.6,17.4,0,150
86.73333333333333,113.2,17.4,1,150
83.4,123.6,26.4,0,150
86.33333333333333,123.8,26.2,0,150
86.26666666666667,134.4,15.6,0,150
87.8,136.6,13.4,0,150
86.6,132.0,18.0,0,150
85.4,109.2,40.8,0,150
84.73333333333333,120.2,29.8,0,150
84.13333333333334,121.4,28.6,0,150
84.33333333333333,122.2,27.8,0,150
87.6,99.6,25.4,1,150
86.73333333333333,95.8,33.6,1,150
85.33333333333333,81.6,46.6,1,150
87.46666666666667,92.2,33.8,1,150
84.13333333333334,120.8,29.2,0,150
83.53333333333333,125.0,14.4,1,150
83.0,113.2,36.8,0,150
84.0,102.2,26.2,1,150
84.8,122.0,22.8,1,150
85.4,117.2,32.8,0,150
85.26666666666667,96.8,29.2,1,150
85.0,136.8,13.2,0,150
87.93333333333334,112.8,25.2,1,150
87.46666666666667,111.0,24.6,1,150
86.53333333333333,116.4,33.6,0,150
83.33333333333333,88.8,45.8,1,150
84.0,114.2,35.8,0,150
86.73333333333333,124.2,25.8,0,150
85.86666666666666,124.4,25.6,0,150
87.46666666666667,76.0,42.0,2,150
86.33333333333333,118.2,31.8,0,150
85.8,109.8,40.2,0,150
83.0,93.0,56.0,1,150
84.8,139.8,10.2,0,150
84.93333333333334,110.4,39.6,0,150
87.33333333333333,107.8,42.2,0,150
87.0,98.4,27.4,1,150
83.8,83.2,49.4,1,150
84.26666666666667,116.0,26.4,1,150
83.33333333333333,111.8,34.6,1,150
85.4,114.4,35.6,0,150
86.26666666666667,116.6,26.8,1,150
86.26666666666667,134.2,15.8,0,150
83.86666666666666,121.6,28.4,0,150
86.4,108.8,41.2,0,150
85.26666666666667,124.4,25.6,0,150
84.46666666666667,104.6,45.4,0,150
83.73333333333333,110.2,39.8,0,150
83.86666666666666,119.0,19.6,1,150
87.53333333333333,113.0,37.0,0,150
85.2,118.8,31.2,0,150
83.06666666666666,103.8,32.0,1,150
85.33333333333333,137.6,12.4,0,150
86.46666666666667,119.2,30.8,0,150
85.6,124.0,26.0,0,150
86.26666666666667,110.6,24.0,1,150
86.33333333333333,118.6,31.4,0,150
86.06666666666666,108.2,41.8,0,150
85.0,142.0,8.0,0,150
85.53333333333333,120.2,29.8,0,150
85.2,122.8,27.2,0,150
87.2,99.2,24.6,1,150
87.4,102.2,47.8,0,150
89.33333333333333,128.0,22.0,0,150
88.0,105.0,33.2,1,150
85.26666666666667,114.0,36.0,0,150
85.8,101.2,48.8,0,150
87.53333333333333,122.8,27.2,0,150
84.86666666666666,116.4,30.6,1,150
83.13333333333334,121.0,29.0,0,150
86.73333333333333,105.2,30.2,1,150
82.6,123.0,27.0,0,150
83.73333333333333,130.4,19.6,0,150
85.66666666666667,131.8,18.2,0,150
85.0,117.2,32.8,0,150
84.93333333333334,111.2,38.8,0,150
83.13333333333334,129.0,21.0,0,150
87.6,131.8,18.2,0,150
87.0,117.2,32.8,0,150
86.66666666666667,134.0,16.0,0,150
86.2,101.4,48.6,0,150
89.33333333333333,100.4,49.6,0,150
86.4,111.4,31.4,1,150
87.0,95.6,30.6,1,150
87.13333333333334,131.4,18.6,0,150
84.26666666666667,135.4,14.6,0,150
84.6,114.8,35.2,0,150
86.2,93.4,39.2,1,150
83.93333333333334,109.8,40.2,0,150
86.93333333333334,111.4,38.6,0,150
83.33333333333333,100.2,26.4,1,150
86.93333333333334,106.6,43.4,0,150
87.33333333333333,111.4,38.6,0,150
84.86666666666666,106.2,20.4,1,150
84.93333333333334,114.8,35.2,0,150
86.0,125.6,24.4,0,150
84.8,109.2,26.4,1,150
85.2,121.8,28.2,0,150
86.8,128.2,21.8,0,150
