taxi_distance,pick_up_time,drop_off_time,n_delivered,n_steps
21.666666666666668,8.4,10.36,25,38
18.6,7.84,8.04,25,33
19.533333333333335,7.16,9.56,25,37
17.2,6.6,8.12,25,32
20.4,8.28,10.04,25,35
18.0,7.56,8.0,25,27
19.2,6.8,9.08,25,33
18.933333333333334,7.16,8.56,25,34
19.4,7.6,9.24,25,32
19.2,8.24,8.76,25,33
20.133333333333333,7.28,9.56,25,37
20.2,8.64,8.48,25,34
19.933333333333334,8.24,9.36,25,35
16.866666666666667,7.08,8.0,25,35
20.533333333333335,7.64,10.32,25,35
20.533333333333335,8.84,9.44,25,34
15.266666666666667,7.2,6.28,25,25
19.2,7.32,9.36,25,41
18.666666666666668,5.96,9.56,25,37
18.2,7.84,8.52,25,32
18.8,7.88,9.04,25,32
20.0,8.08,9.24,25,34
16.466666666666665,6.96,7.68,25,32
20.133333333333333,7.72,9.56,25,31
20.6,8.0,9.52,25,35
18.8,8.16,8.76,25,36
21.4,8.6,9.88,25,36
17.133333333333333,7.16,7.64,25,39
16.666666666666668,7.24,7.44,25,29
19.4,7.52,9.2,25,33
19.8,7.72,8.64,25,34
18.866666666666667,7.88,8.12,25,39
19.866666666666667,8.0,9.16,25,34
20.066666666666666,8.36,9.44,25,35
19.4,7.8,8.48,25,34
18.933333333333334,8.04,8.56,25,31
21.266666666666666,8.36,9.76,25,39
18.133333333333333,6.32,8.88,25,33
22.333333333333332,9.84,9.64,25,33
20.133333333333333,7.08,9.88,25,39
19.533333333333335,7.28,9.28,25,35
19.0,8.2,8.36,25,33
20.133333333333333,8.16,9.24,25,37
20.0,7.6,9.44,25,37
17.533333333333335,6.52,8.84,25,28
19.866666666666667,8.52,9.32,25,37
19.6,7.88,9.16,25,35
18.733333333333334,6.76,8.6,25,33
20.066666666666666,8.12,9.36,25,36
19.8,8.28,8.64,25,32
15.6,6.48,7.2,25,31
19.6,8.0,9.12,25,33
20.6,8.6,9.24,25,33
20.933333333333334,9.12,9.28,25,33
18.8,7.8,8.16,25,32
21.2,8.12,10.04,25,40
18.466666666666665,6.84,9.08,25,30
20.133333333333333,8.04,9.12,25,35
19.866666666666667,8.16,9.0,25,34
20.6,7.68,9.68,25,36
20.066666666666666,8.12,10.0,25,33
15.6,6.28,6.88,25,32
19.666666666666668,7.2,9.44,25,33
20.133333333333333,8.08,9.64,25,36
20.133333333333333,8.52,8.84,25,34
20.933333333333334,8.72,9.04,25,42
18.4,7.92,8.6,25,32
19.6,8.56,8.52,25,33
21.466666666666665,9.52,9.2,25,39
19.2,7.84,8.8,25,33
18.933333333333334,7.2,8.56,25,38
20.133333333333333,8.72,8.6,25,36
21.266666666666666,8.84,9.12,25,36
20.666666666666668,7.32,10.2,25,36
19.933333333333334,7.32,9.4,25,38
20.8,9.28,8.88,25,35
22.733333333333334,9.44,9.92,25,39
17.733333333333334,8.0,7.44,25,32
20.333333333333332,7.24,9.48,25,39
19.133333333333333,7.2,8.96,25,34
19.933333333333334,8.72,9.0,25,40
18.866666666666667,8.16,8.64,25,33
20.733333333333334,8.0,10.04,25,35
15.866666666666667,6.8,6.84,25,32
18.866666666666667,7.56,8.56,25,35
16.2,6.32,7.24,25,34
17.733333333333334,7.28,7.88,25,35
17.466666666666665,8.04,7.64,25,35
22.0,8.24,9.8,25,35
19.133333333333333,7.4,8.68,25,32
19.066666666666666,7.6,9.08,25,32
19.6,8.04,8.84,25,31
19.2,7.64,8.4,25,33
20.133333333333333,7.92,8.92,25,36
22.133333333333333,9.08,10.04,25,36
22.666666666666668,8.52,10.32,25,37
20.666666666666668,8.72,9.52,25,36
19.066666666666666,8.4,8.36,25,33
19.533333333333335,6.96,9.64,25,38
20.4,9.32,8.68,25,36
