taxi_distance,pick_up_time,drop_off_time,n_delivered,n_steps
21.666666666666668,6.84,8.36,25,37
23.8,6.84,8.68,25,32
23.466666666666665,7.36,9.72,25,37
17.266666666666666,5.08,7.72,25,29
20.466666666666665,5.56,9.88,25,40
21.533333333333335,5.92,9.12,25,38
16.733333333333334,5.28,7.84,25,31
15.6,4.84,7.32,25,26
20.466666666666665,5.76,9.0,25,37
20.333333333333332,6.68,9.12,25,35
22.866666666666667,7.52,9.6,25,40
14.533333333333333,4.48,7.56,25,24
19.866666666666667,5.4,8.44,25,29
24.533333333333335,7.84,9.76,25,41
18.4,4.72,8.52,25,30
18.266666666666666,5.4,7.64,25,33
23.8,6.44,9.36,25,42
24.4,6.44,9.04,25,36
21.666666666666668,7.92,8.52,25,34
18.066666666666666,5.52,8.8,25,33
26.466666666666665,9.0,8.96,25,45
18.266666666666666,4.84,9.28,25,32
24.133333333333333,7.36,9.24,25,39
21.2,7.64,8.88,25,31
18.8,5.24,7.76,25,34
18.933333333333334,4.96,9.04,25,36
22.733333333333334,5.8,8.6,25,36
23.866666666666667,7.52,9.56,25,44
23.8,7.4,8.88,25,34
24.333333333333332,6.2,9.32,25,34
22.6,5.92,9.72,25,43
16.066666666666666,5.32,8.04,25,31
20.0,6.44,8.0,25,34
22.866666666666667,7.24,7.04,25,34
24.8,7.08,9.08,25,42
22.533333333333335,6.32,9.16,25,42
18.933333333333334,5.44,9.6,25,32
22.733333333333334,7.36,9.52,25,38
21.333333333333332,6.04,8.64,25,42
19.866666666666667,6.76,8.76,25,31
22.133333333333333,7.28,9.96,25,39
21.666666666666668,6.92,9.76,25,38
21.133333333333333,5.88,8.92,25,39
22.466666666666665,6.24,8.96,25,36
23.866666666666667,7.48,8.68,25,38
18.466666666666665,5.24,7.72,25,32
15.933333333333334,4.76,8.68,25,28
23.733333333333334,6.84,9.48,25,42
21.533333333333335,6.44,10.36,25,38
21.533333333333335,6.16,9.8,25,41
18.8,5.04,8.6,25,36
24.933333333333334,8.52,9.08,25,43
21.533333333333335,6.88,8.84,25,33
25.933333333333334,6.84,10.6,25,45
19.6,5.96,9.08,25,33
18.0,4.8,8.68,25,30
17.533333333333335,5.76,9.0,25,35
20.0,5.8,9.44,25,32
23.866666666666667,6.08,9.48,25,43
21.733333333333334,6.0,9.32,25,41
21.533333333333335,6.36,8.8,25,38
18.0,5.48,8.64,25,30
19.466666666666665,7.24,8.68,25,33
23.066666666666666,6.68,9.0,25,42
16.2,5.2,7.88,25,30
16.866666666666667,5.36,8.04,25,29
22.933333333333334,6.44,10.36,25,35
23.2,7.88,8.88,25,37
23.8,6.12,8.4,25,37
22.533333333333335,6.36,9.96,25,39
22.6,6.04,9.2,25,32
23.133333333333333,6.4,10.12,25,36
21.2,6.28,8.28,25,39
22.266666666666666,7.12,9.96,25,32
23.333333333333332,6.12,9.8,25,42
17.6,5.52,8.88,25,32
18.2,6.44,8.8,25,33
17.933333333333334,5.32,9.44,25,34
23.266666666666666,6.48,9.8,25,33
17.6,4.96,8.48,25,36
25.733333333333334,9.08,10.24,25,38
19.933333333333334,5.48,7.92,25,36
19.2,5.0,8.48,25,30
18.933333333333334,5.8,8.92,25,36
23.066666666666666,6.52,9.32,25,38
27.533333333333335,7.56,9.72,25,47
16.866666666666667,5.2,7.68,25,35
20.8,5.4,8.24,25,33
21.066666666666666,6.4,8.44,25,35
21.066666666666666,6.48,8.0,25,36
20.933333333333334,6.48,8.36,25,29
22.0,6.88,10.28,25,38
20.8,6.32,9.92,25,37
20.4,6.04,8.72,25,34
16.333333333333332,5.0,8.08,25,26
18.6,6.4,9.4,25,35
15.533333333333333,5.12,8.12,25,31
19.8,5.96,9.04,25,38
16.8,4.84,8.16,25,30
16.466666666666665,5.08,9.12,25,29
